archivo,nombre_completo,mes,fecha_pago,importe,metodo
listas/L06_pagos_por_meses_6.xlsx,Íker Martínez Muñoz,2026-07,,60,
listas/L06_pagos_por_meses_6.xlsx,Íker Martínez Muñoz,2026-08,,60,
listas/L06_pagos_por_meses_6.xlsx,Irene Molina Ramos,2026-08,,60,
listas/L06_pagos_por_meses_6.xlsx,Irene Molina Ramos,2026-09,,60,
listas/L06_pagos_por_meses_6.xlsx,Adrián García Molina,2026-01,,45,
listas/L06_pagos_por_meses_6.xlsx,Adrián García Molina,2026-03,,45,
listas/L06_pagos_por_meses_6.xlsx,Adrián García Molina,2026-04,,45,
listas/L06_pagos_por_meses_6.xlsx,Adrián García Molina,2026-06,,45,
listas/L06_pagos_por_meses_6.xlsx,Adrián García Molina,2026-07,,45,
listas/L06_pagos_por_meses_6.xlsx,Adrián García Molina,2026-08,,45,
listas/L06_pagos_por_meses_6.xlsx,Adrián García Molina,2026-09,,45,
listas/L06_pagos_por_meses_6.xlsx,Sergio Ramírez Muñoz,2026-04,,55,
listas/L06_pagos_por_meses_6.xlsx,Sergio Ramírez Muñoz,2026-05,,55,
listas/L06_pagos_por_meses_6.xlsx,Sergio Ramírez Muñoz,2026-06,,55,
listas/L06_pagos_por_meses_6.xlsx,Sergio Ramírez Muñoz,2026-08,,55,
listas/L06_pagos_por_meses_6.xlsx,Sergio Ramírez Muñoz,2026-09,,55,
listas/L06_pagos_por_meses_6.xlsx,Marta Ramírez Torres,2026-05,,55,
listas/L06_pagos_por_meses_6.xlsx,Marta Ramírez Torres,2026-06,,55,
listas/L06_pagos_por_meses_6.xlsx,Marta Ramírez Torres,2026-07,,55,
listas/L06_pagos_por_meses_6.xlsx,Marta Ramírez Torres,2026-08,,55,
listas/L06_pagos_por_meses_6.xlsx,Diego Gómez Gómez,2026-07,,45,
listas/L06_pagos_por_meses_6.xlsx,Diego Gómez Gómez,2026-08,,45,
listas/L06_pagos_por_meses_6.xlsx,Diego Gómez Gómez,2026-09,,45,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-02,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-03,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-04,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-05,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-06,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-07,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-08,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo García Navarro,2026-09,,40,
listas/L06_pagos_por_meses_6.xlsx,Lucía Gómez Serrano,2026-08,,65,
listas/L06_pagos_por_meses_6.xlsx,Álvaro Navarro Domínguez,2026-04,,40,
listas/L06_pagos_por_meses_6.xlsx,Álvaro Navarro Domínguez,2026-05,,40,
listas/L06_pagos_por_meses_6.xlsx,Álvaro Navarro Domínguez,2026-06,,40,
listas/L06_pagos_por_meses_6.xlsx,Álvaro Navarro Domínguez,2026-07,,40,
listas/L06_pagos_por_meses_6.xlsx,Álvaro Navarro Domínguez,2026-08,,40,
listas/L06_pagos_por_meses_6.xlsx,Álvaro Navarro Domínguez,2026-09,,40,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo Serrano Díaz,2026-07,,60,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo Serrano Díaz,2026-08,,60,
listas/L06_pagos_por_meses_6.xlsx,Gonzalo Serrano Díaz,2026-09,,60,
listas/L06_pagos_por_meses_6.xlsx,Nerea Serrano Moreno,2026-07,,45,
listas/L06_pagos_por_meses_6.xlsx,Nerea Serrano Moreno,2026-08,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-02,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-03,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-04,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-05,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-06,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-07,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-08,,45,
listas/L06_pagos_por_meses_6.xlsx,Bruno Sánchez Hernández,2026-09,,45,
listas/L07_pagos_lista_6.xlsx,Adrián Díaz Jiménez,2026-08,2026-08-04,55,Domiciliación
listas/L07_pagos_lista_6.xlsx,Daniel Gutiérrez Álvarez,2026-07,2026-07-08,60,Bizum
listas/L07_pagos_lista_6.xlsx,Adrián Díaz Jiménez,2026-06,2026-06-08,55,Transferencia
listas/L07_pagos_lista_6.xlsx,Adrián Domínguez Jiménez,2026-06,2026-06-03,65,Domiciliación
listas/L07_pagos_lista_6.xlsx,Adrián Díaz Jiménez,2026-06,2026-06-03,55,Bizum
listas/L07_pagos_lista_6.xlsx,Noelia Muñoz Ramos,2026-07,2026-07-01,55,Domiciliación
listas/L07_pagos_lista_6.xlsx,Rubén Gómez Muñoz,2026-06,2026-06-05,55,Efectivo
listas/L07_pagos_lista_6.xlsx,Beatriz Torres Fernández,2026-08,2026-08-02,65,Tarjeta
listas/L07_pagos_lista_6.xlsx,Adrián Domínguez Jiménez,2026-07,2026-07-03,65,Tarjeta
listas/L07_pagos_lista_6.xlsx,Raúl Torres Ramos,2026-09,2026-09-09,55,Transferencia
listas/L07_pagos_lista_6.xlsx,Adrián Domínguez Jiménez,2026-08,2026-08-03,65,Efectivo
listas/L07_pagos_lista_6.xlsx,Adrián Díaz Jiménez,2026-07,2026-07-10,55,Efectivo
listas/L07_pagos_lista_6.xlsx,Beatriz Torres Fernández,2026-08,2026-08-10,65,Transferencia
listas/L07_pagos_lista_6.xlsx,Adrián Díaz Jiménez,2026-08,2026-08-07,55,Tarjeta
listas/L07_pagos_lista_6.xlsx,Adrián Domínguez Jiménez,2026-09,2026-09-06,65,Bizum
listas/L07_pagos_lista_6.xlsx,Adrián Díaz Jiménez,2026-09,2026-09-03,55,Efectivo
listas/L07_pagos_lista_6.xlsx,Adrián Domínguez Jiménez,2026-06,2026-06-10,65,Tarjeta
listas/L07_pagos_lista_6.xlsx,Rubén Gómez Muñoz,2026-07,2026-07-07,55,Bizum
listas/L07_pagos_lista_6.xlsx,Noelia Muñoz Ramos,2026-08,2026-08-02,55,Tarjeta
listas/L07_pagos_lista_6.xlsx,Rubén Gómez Muñoz,2026-07,2026-07-02,55,Tarjeta
